"","id","fiyat","oda_salon_sayisi","net_m2","bina_yasi","isinma_tipi","krediye_uygunluk","bulundugu_kat","banyo_sayisi","ilce","nüfus","eðitim","okuma_yazma_bilmeyen"
"1017",1017,235000,4,110,26,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"1522",1522,235000,4,90,25,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"2528",2528,294000,4,120,25,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"367",367,520000,4,125,18,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"4122",4122,274000,4,115,20,"Kombi","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"4926",4926,820000,4,120,25,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"2468",2468,560000,2,72,3,"Merkezi(PayÖlçer)","Uygun","9. Kat","1","Keçiören",938565,"Lise",1.43
"1310",1310,1040000,4,140,0,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"1036",1036,335000,4,125,0,"Merkezi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"2507",2507,430000,4,125,0,"Kombi","Uygun","Ara Kat","2","Sincan",549108,"Lise",1.44
"4498",4498,373000,4,120,7,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"2783",2783,1990000,5,225,8,"Merkezi(PayÖlçer)","Uygun","Bahçe Katý","2","Keçiören",938565,"Lise",1.43
"1558",1558,850000,3,90,2,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"2652",2652,1450000,5,185,7,"Merkezi(PayÖlçer)","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"248",248,238000,4,100,23,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"1533",1533,259000,3,90,25,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"719",719,480000,4,110,35,"Merkezi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"2251",2251,260000,4,90,25,"Kombi","Uygun","Zemin","1","Çankaya",925828,"Lisans",0.7
"4747",4747,1300000,5,175,0,"Merkezi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"1993",1993,325000,4,135,20,"Kombi","Uygun","Zemin","1","Keçiören",938565,"Lise",1.43
"4148",4148,950000,5,180,0,"Kombi","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"1948",1948,259000,3,75,25,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"534",534,437000,4,110,20,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"3990",3990,673000,5,155,13,"Kombi","Uygun","1. Kat","2","Çankaya",925828,"Lisans",0.7
"2735",2735,355000,5,195,18,"Kombi","Uygun","4. Kat","2","Sincan",549108,"Lise",1.44
"1019",1019,487000,5,135,17,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"669",669,625000,4,140,19,"Merkezi","Uygun","7. Kat","2","Keçiören",938565,"Lise",1.43
"2037",2037,750000,4,150,10,"Merkezi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"2834",2834,460000,5,174,2,"Kombi","Uygun","Yüksek Giriþ","3","Çankaya",925828,"Lisans",0.7
"92",92,660000,4,130,28,"Merkezi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"3635",3635,225000,4,135,15,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"1681",1681,330000,4,120,12,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"4256",4256,195000,3,100,28,"Merkezi","Uygun","Kot 2","2","Çankaya",925828,"Lisans",0.7
"2365",2365,439000,4,120,0,"Merkezi(PayÖlçer)","Uygun","13. Kat","2","Sincan",549108,"Lise",1.44
"3544",3544,450000,3,65,0,"Merkezi","Uygun","7. Kat","1","Çankaya",925828,"Lisans",0.7
"3245",3245,440000,2,46,8,"Merkezi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"2715",2715,375000,4,120,1,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"1075",1075,270000,4,110,30,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"2613",2613,225000,4,110,30,"Kombi","Uygun","4. Kat","1","Sincan",549108,"Lise",1.44
"3360",3360,399000,3,115,25,"KatKaloriferi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"21",21,550000,4,135,19,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"4326",4326,149000,4,105,30,"Kombi","Uygun","Giriþ Katý","1","Sincan",549108,"Lise",1.44
"1475",1475,180000,3,60,30,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"3975",3975,570000,4,100,25,"Merkezi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"1536",1536,670000,5,185,2,"Merkezi(PayÖlçer)","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"2033",2033,259000,4,115,21,"Kombi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"1985",1985,125000,3,80,28,"Kombi","Uygun","Yüksek Giriþ","1","Sincan",549108,"Lise",1.44
"3609",3609,185000,3,90,25,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"4912",4912,670000,4,150,14,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"191",191,465000,4,125,28,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"1414",1414,920000,4,120,0,"Merkezi(PayÖlçer)","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"2161",2161,380000,4,120,20,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"2909",2909,7e+05,3,80,0,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"615",615,1100000,4,125,0,"Merkezi(PayÖlçer)","Uygun","Teras Katý","2","Keçiören",938565,"Lise",1.43
"485",485,460000,2,55,5,"Merkezi(PayÖlçer)","Uygun deðil","1. Kat","1","Keçiören",938565,"Lise",1.43
"2431",2431,549000,6,220,9,"Kombi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"4413",4413,2e+05,3,85,16,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"1183",1183,419000,4,110,28,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"4222",4222,385000,4,130,0,"Merkezi","Uygun","12. Kat","1","Sincan",549108,"Lise",1.44
"715",715,725000,3,80,5,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"2011",2011,265000,3,85,0,"Merkezi(PayÖlçer)","Uygun","7. Kat","1","Sincan",549108,"Lise",1.44
"4019",4019,288000,3,110,12,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"1764",1764,348000,3,100,21,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"1204",1204,355000,4,103,0,"Merkezi(PayÖlçer)","Uygun","4. Kat","1","Sincan",549108,"Lise",1.44
"599",599,480000,4,125,18,"Merkezi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"3657",3657,178000,3,90,25,"Kombi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"1691",1691,750000,7,244,0,"Kombi","Uygun","5. Kat","2","Çankaya",925828,"Lisans",0.7
"655",655,179000,3,90,25,"Kombi","Uygun","Bahçe Katý","1","Çankaya",925828,"Lisans",0.7
"3006",3006,235000,3,80,40,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"4796",4796,394900,4,130,0,"Kombi","Uygun","1. Kat","2","Sincan",549108,"Lise",1.44
"3446",3446,750000,4,155,24,"Merkezi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"4409",4409,415000,4,145,10,"Kombi","Uygun","Kot 1","2","Çankaya",925828,"Lisans",0.7
"4566",4566,205000,3,80,40,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"747",747,920000,6,160,25,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"2326",2326,230000,4,125,0,"Kombi","Uygun","2. Kat","2","Sincan",549108,"Lise",1.44
"4885",4885,625000,4,130,22,"Merkezi","Uygun","7. Kat","2","Çankaya",925828,"Lisans",0.7
"1225",1225,295000,4,110,30,"Kombi","Uygun","4. Kat","1","Sincan",549108,"Lise",1.44
"4313",4313,279000,5,200,18,"Kombi","Uygun","Teras Katý","2","Sincan",549108,"Lise",1.44
"4710",4710,550000,4,120,35,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"2323",2323,1050000,4,145,20,"Kombi","Uygun","11. Kat","2","Keçiören",938565,"Lise",1.43
"523",523,220000,4,115,19,"Kombi","Uygun","4. Kat","1","Sincan",549108,"Lise",1.44
"134",134,319000,4,110,25,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"3153",3153,680000,7,180,0,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"3058",3058,459000,3,110,25,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"356",356,260000,4,100,12,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"3065",3065,695000,5,138,10,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"1287",1287,380000,4,90,45,"Merkezi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"4453",4453,1695000,5,200,12,"Merkezi","Uygun","7. Kat","1","Keçiören",938565,"Lise",1.43
"3067",3067,1417000,5,210,0,"Merkezi(PayÖlçer)","Uygun","1. Kat","3","Çankaya",925828,"Lisans",0.7
"3315",3315,279000,4,110,25,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"317",317,790000,5,160,33,"Merkezi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"1014",1014,397000,4,120,25,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"2244",2244,669000,4,135,20,"Kombi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"3157",3157,375000,4,125,16,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"832",832,5e+05,4,115,25,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"3952",3952,1300000,5,165,16,"Kombi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"4732",4732,649000,5,150,10,"Kombi","Uygun","Yüksek Giriþ","2","Keçiören",938565,"Lise",1.43
"1620",1620,2050000,5,200,10,"Merkezi(PayÖlçer)","Uygun","12. Kat","2","Keçiören",938565,"Lise",1.43
"1639",1639,391000,4,125,0,"Kombi","Uygun","2. Kat","2","Sincan",549108,"Lise",1.44
"1547",1547,355000,5,135,0,"Kombi","Uygun","Yüksek Giriþ","2","Sincan",549108,"Lise",1.44
"2984",2984,2300000,4,240,25,"Merkezi","Uygun","10. Kat","2","Keçiören",938565,"Lise",1.43
"612",612,390000,4,90,30,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"1902",1902,295000,4,100,40,"Merkezi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"3414",3414,620000,4,125,35,"Merkezi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"980",980,475000,4,100,20,"Merkezi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"2355",2355,550000,6,250,8,"Kombi","Uygun","Teras Katý","2","Keçiören",938565,"Lise",1.43
"1812",1812,369000,4,110,25,"Kombi","Uygun","Kot 2","1","Keçiören",938565,"Lise",1.43
"3627",3627,270000,4,110,30,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"513",513,515000,3,95,16,"Merkezi","Uygun","8. Kat","1","Çankaya",925828,"Lisans",0.7
"124",124,630000,6,200,12,"Kombi","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"1471",1471,985000,4,125,0,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"31",31,2550000,5,225,0,"Merkezi","Uygun","3. Kat","4","Keçiören",938565,"Lise",1.43
"527",527,4250000,5,280,30,"Merkezi","Uygun","4. Kat","4","Çankaya",925828,"Lisans",0.7
"3603",3603,1050000,5,170,0,"Merkezi(PayÖlçer)","Uygun","9. Kat","2","Keçiören",938565,"Lise",1.43
"1733",1733,695000,5,160,14,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"4363",4363,310000,3,90,20,"Merkezi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"3690",3690,1150000,5,250,3,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"2929",2929,509000,5,150,1,"Kombi","Uygun","4. Kat","2","Sincan",549108,"Lise",1.44
"2334",2334,320000,4,100,29,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"2145",2145,795000,4,100,17,"Kombi","Uygun","5. Kat","2","Keçiören",938565,"Lise",1.43
"1264",1264,7e+05,4,115,35,"Merkezi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"1383",1383,2e+05,3,85,9,"Kombi","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"2216",2216,315000,2,55,3,"Kombi","Uygun","Bahçe Katý","1","Çankaya",925828,"Lisans",0.7
"2385",2385,650000,32,135,14,"Kombi","Uygun","1. Kat","2","Çankaya",925828,"Lisans",0.7
"571",571,420000,4,125,4,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"2650",2650,178000,4,110,22,"Kombi","Uygun","5. Kat","1","Sincan",549108,"Lise",1.44
"789",789,510000,5,150,15,"Kombi","Uygun","Kot 1","2","Çankaya",925828,"Lisans",0.7
"2163",2163,415000,4,110,0,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"4240",4240,429000,6,150,27,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"4402",4402,649000,3,100,2,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"1199",1199,210000,3,90,15,"Kombi","Uygun","Yüksek Giriþ","1","Mamak",669465,"Lise",1.9
"1861",1861,355000,3,90,1,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"4615",4615,245000,4,115,20,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"1370",1370,1025000,5,150,5,"Merkezi(PayÖlçer)","Uygun","5. Kat","2","Keçiören",938565,"Lise",1.43
"3254",3254,480000,4,122,13,"Kombi","Uygun","11. Kat","2","Çankaya",925828,"Lisans",0.7
"3855",3855,1100000,4,125,0,"Merkezi(PayÖlçer)","Uygun","Teras Katý","2","Çankaya",925828,"Lisans",0.7
"2502",2502,449000,4,115,22,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"3656",3656,479000,4,130,22,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"1090",1090,5e+05,4,127,20,"Kombi","Uygun","9. Kat","1","Keçiören",938565,"Lise",1.43
"4653",4653,725000,4,154,36,"Merkezi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"2576",2576,950000,7,250,11,"Kombi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"4728",4728,278000,4,120,35,"Merkezi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"4144",4144,745000,9,240,20,"Kombi","Uygun","Giriþ Katý","3","Keçiören",938565,"Lise",1.43
"3974",3974,295000,5,200,4,"Kombi","Uygun","Yüksek Giriþ","2","Sincan",549108,"Lise",1.44
"3372",3372,580000,3,85,0,"Merkezi(PayÖlçer)","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"360",360,425000,5,200,15,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"827",827,345000,4,115,23,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"1634",1634,199000,3,90,0,"Kombi","Uygun","Giriþ Katý","1","Sincan",549108,"Lise",1.44
"2292",2292,1190000,7,300,15,"Kombi","Uygun","4. Kat","3","Çankaya",925828,"Lisans",0.7
"1992",1992,455000,4,130,10,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"2721",2721,545000,4,120,35,"Merkezi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"4824",4824,198000,4,95,16,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"4258",4258,460000,4,130,42,"Merkezi","Uygun","5. Kat","1","Keçiören",938565,"Lise",1.43
"1227",1227,745000,5,160,26,"Merkezi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"1209",1209,375000,4,105,36,"Merkezi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"1273",1273,375000,4,120,35,"Merkezi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"3189",3189,315000,2,55,3,"Kombi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"3009",3009,860000,5,150,0,"Kombi","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"1453",1453,380000,4,130,18,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"3052",3052,7e+05,5,150,0,"Kombi","Uygun","Ara Kat","2","Keçiören",938565,"Lise",1.43
"4743",4743,348000,3,90,25,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"4526",4526,520000,3,85,0,"Kombi","Uygun","Bahçe Katý","1","Çankaya",925828,"Lisans",0.7
"3957",3957,965000,4,135,18,"Merkezi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"592",592,795000,4,115,25,"Merkezi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"2129",2129,450000,4,125,15,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"2959",2959,314000,4,115,20,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"4595",4595,710000,4,110,40,"Merkezi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"2358",2358,449000,4,110,20,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"3991",3991,445000,3,75,1,"Merkezi(PayÖlçer)","Uygun","Giriþ Katý","2","Çankaya",925828,"Lisans",0.7
"3800",3800,395000,4,110,50,"Merkezi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"500",500,6e+05,3,110,45,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"4036",4036,1775000,5,185,2,"Merkezi(PayÖlçer)","Uygun","9. Kat","2","Keçiören",938565,"Lise",1.43
"613",613,610000,3,85,0,"Kombi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"2391",2391,995000,5,175,10,"Merkezi","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"4239",4239,278000,4,125,6,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"3765",3765,735000,3,75,0,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"788",788,650000,5,200,5,"Kombi","Uygun","4. Kat","1","Çankaya",925828,"Lisans",0.7
"3732",3732,365000,4,110,25,"Kombi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"4812",4812,874000,6,230,10,"Kombi","Uygun","En Üst Kat","2","Çankaya",925828,"Lisans",0.7
"3972",3972,220000,3,80,1,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"205",205,535000,6,280,14,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"3389",3389,1050000,7,340,0,"Kombi","Uygun","5. Kat","4","Çankaya",925828,"Lisans",0.7
"3101",3101,269000,4,120,22,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"3559",3559,645000,4,120,14,"Kombi","Uygun","4. Kat","1","Çankaya",925828,"Lisans",0.7
"3127",3127,235000,4,85,25,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"1890",1890,369000,4,115,4,"Kombi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"525",525,268000,3,110,25,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"4",4,278000,3,100,25,"Kombi","Uygun","Kot 2","2","Çankaya",925828,"Lisans",0.7
"211",211,265000,4,120,12,"Kombi","Uygun","3. Kat","1","Mamak",669465,"Lise",1.9
"3393",3393,325000,5,135,11,"Kombi","Uygun","Yüksek Giriþ","2","Çankaya",925828,"Lisans",0.7
"4458",4458,2e+05,4,115,23,"Kombi","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"1382",1382,390000,3,95,20,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"1637",1637,349000,4,110,25,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"1245",1245,1375000,5,250,38,"Merkezi","Uygun","5. Kat","1","Çankaya",925828,"Lisans",0.7
"3624",3624,4750000,6,380,20,"Kombi","Uygun","Zemin","3","Keçiören",938565,"Lise",1.43
"806",806,450000,4,115,40,"Merkezi","Uygun","6. Kat","1","Çankaya",925828,"Lisans",0.7
"4764",4764,620000,4,134,36,"Merkezi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"3790",3790,1400000,6,240,15,"Kombi","Uygun","8. Kat","3","Keçiören",938565,"Lise",1.43
"3021",3021,330000,4,110,10,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"1093",1093,580000,4,110,30,"Merkezi","Uygun","Giriþ Katý","2","Keçiören",938565,"Lise",1.43
"195",195,1500000,6,250,10,"Kombi","Uygun","Villa Katý","3","Keçiören",938565,"Lise",1.43
"2232",2232,435000,4,120,25,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"2932",2932,850000,3,100,0,"Merkezi(PayÖlçer)","Uygun","7. Kat","2","Keçiören",938565,"Lise",1.43
"2512",2512,425000,3,80,25,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"481",481,274000,4,110,15,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"3981",3981,560000,2,50,1,"Merkezi(PayÖlçer)","Uygun","15. Kat","1","Çankaya",925828,"Lisans",0.7
"142",142,388000,4,85,28,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"2466",2466,239000,4,110,20,"Kombi","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"3144",3144,3e+05,3,80,4,"Kombi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"1482",1482,8850000,8,532,6,"Merkezi","Uygun","6. Kat","6","Çankaya",925828,"Lisans",0.7
"3059",3059,408000,2,60,4,"Merkezi(PayÖlçer)","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"4101",4101,550000,3,75,5,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"2436",2436,647000,5,160,10,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"320",320,450000,4,100,25,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"590",590,397000,4,120,22,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"1510",1510,659000,4,125,26,"Merkezi","Uygun","4. Kat","1","Çankaya",925828,"Lisans",0.7
"2573",2573,330000,4,110,25,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"2225",2225,565000,3,70,55,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"2178",2178,259000,4,100,12,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"739",739,138000,3,90,0,"Merkezi(PayÖlçer)","Uygun deðil","Giriþ Katý","1","Sincan",549108,"Lise",1.44
"1460",1460,340000,4,130,9,"Kombi","Uygun","Kot 1","2","Keçiören",938565,"Lise",1.43
"4032",4032,379000,4,120,28,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"575",575,295000,4,110,14,"Kombi","Uygun","5. Kat","1","Sincan",549108,"Lise",1.44
"3201",3201,279000,4,120,16,"Kombi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"3060",3060,485000,6,200,12,"Kombi","Uygun","4. Kat","3","Keçiören",938565,"Lise",1.43
"3633",3633,560000,4,100,40,"Merkezi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"4183",4183,575000,4,120,40,"Merkezi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"4366",4366,5e+05,4,100,35,"Merkezi","Uygun deðil","1. Kat","1","Keçiören",938565,"Lise",1.43
"3281",3281,235000,4,100,30,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"1355",1355,760000,4,130,40,"Merkezi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"3571",3571,620000,4,125,20,"Kombi","Uygun","Yüksek Giriþ","2","Çankaya",925828,"Lisans",0.7
"2467",2467,650000,4,120,25,"Kombi","Uygun","9. Kat","1","Çankaya",925828,"Lisans",0.7
"2856",2856,209000,4,120,3,"Kombi","Uygun","Giriþ Katý","2","Sincan",549108,"Lise",1.44
"1047",1047,155000,3,115,8,"Kombi","Uygun","Yüksek Giriþ","1","Sincan",549108,"Lise",1.44
"1448",1448,675000,4,130,28,"Kombi","Uygun","5. Kat","1","Keçiören",938565,"Lise",1.43
"11",11,389000,4,120,20,"Merkezi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"1718",1718,1100000,4,160,17,"Kombi","Uygun","4. Kat","1","Çankaya",925828,"Lisans",0.7
"1438",1438,1950000,6,250,17,"Kombi","Uygun","6. Kat","4","Keçiören",938565,"Lise",1.43
"531",531,425000,3,90,35,"Kombi","Uygun","8. Kat","1","Çankaya",925828,"Lisans",0.7
"2041",2041,550000,4,145,3,"Merkezi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"1624",1624,1249000,5,200,0,"Merkezi(PayÖlçer)","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
